EmployeeID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DateOfBirth,EmployeeState,JobFunctionDescription,Gender,LocationCode,Race,MaritalStatus,Attrition,TenureYears,Age,PerformanceScore,CurrentEmployeeRating,SurveyDate,EngagementScore,SatisfactionScore,WorkLifeBalanceScore,Training_Date,Training_ProgramName,Training_Type,Training_Outcome,Training_Location,Training_Trainer,Training_DurationDays,Training_Cost,PerformanceScoreNumeric,Recruitment_ApplicationDate,Recruitment_EducationLevel,EducationLevelNumeric,Recruitment_YearsofExperience,Recruitment_DesiredSalary,Recruitment_JobTitle,Recruitment_Status,Recruitment_State,Recruitment_Country,BusinessUnit_BPC,BusinessUnit_CCDR,BusinessUnit_EW,BusinessUnit_MSC,BusinessUnit_NEL,BusinessUnit_PL,BusinessUnit_PYZ,BusinessUnit_SVG,BusinessUnit_TNS,BusinessUnit_WBL,EmployeeType_Contract,EmployeeType_Full-Time,EmployeeType_Part-Time,PayZone_Zone A,PayZone_Zone B,PayZone_Zone C,EmployeeClassificationType_Full-Time,EmployeeClassificationType_Part-Time,EmployeeClassificationType_Temporary,DepartmentType_Admin Offices,DepartmentType_Executive Office,DepartmentType_IT/IS,DepartmentType_Production,DepartmentType_Sales,DepartmentType_Software Engineering,Division_Aerial,Division_Billable Consultants,Division_Catv,Division_Corp Operations,Division_Engineers,Division_Executive,Division_Field Operations,Division_Fielders,Division_Finance & Accounting,Division_General - Con,Division_General - Eng,Division_General - Sga,Division_Isp,Division_People Services,Division_Project Management - Con,Division_Project Management - Eng,Division_Safety,Division_Sales & Marketing,Division_Shop (Fleet),Division_Splicing,Division_Technology / It,Division_Underground,Division_Wireless,Division_Wireline Construction,Division_Yard (Material Handling),Gender_Female,Gender_Male,Race_Asian,Race_Black,Race_Hispanic,Race_Other,Race_White,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,JobFunctionDescription_Accountant,JobFunctionDescription_Accounting,JobFunctionDescription_Administration,JobFunctionDescription_Administrative,JobFunctionDescription_Administrator,JobFunctionDescription_Analyst,JobFunctionDescription_Apprentice,JobFunctionDescription_Assistant,JobFunctionDescription_Associate,JobFunctionDescription_Attendant,JobFunctionDescription_Billing,JobFunctionDescription_Business Development,JobFunctionDescription_Ceo,JobFunctionDescription_Cfo,JobFunctionDescription_Chief Operating Officer,JobFunctionDescription_Cio,JobFunctionDescription_Civil Hand,JobFunctionDescription_Clerical,JobFunctionDescription_Clerk,JobFunctionDescription_Construction Manager,JobFunctionDescription_Contracts,JobFunctionDescription_Controller,JobFunctionDescription_Coordinator,JobFunctionDescription_Cpo,JobFunctionDescription_Crew Leader,JobFunctionDescription_Director,JobFunctionDescription_Drafter,JobFunctionDescription_Driller,JobFunctionDescription_Driver,JobFunctionDescription_Electrician,JobFunctionDescription_Engineer,JobFunctionDescription_Estimator,JobFunctionDescription_Evp,JobFunctionDescription_Executive,JobFunctionDescription_Executive Assistant,JobFunctionDescription_Field Project Manager,JobFunctionDescription_Field Technician,JobFunctionDescription_Flagger,JobFunctionDescription_Foreman,JobFunctionDescription_General Manager,JobFunctionDescription_Generalist,JobFunctionDescription_Groundman,JobFunctionDescription_Helpdesk,JobFunctionDescription_Helper,JobFunctionDescription_Inspector,JobFunctionDescription_Intern,JobFunctionDescription_Labor,JobFunctionDescription_Laborer,JobFunctionDescription_Lineman,JobFunctionDescription_Locator,JobFunctionDescription_Manager,JobFunctionDescription_Mechanic,JobFunctionDescription_Model Assistant,JobFunctionDescription_Operator,JobFunctionDescription_Planner,JobFunctionDescription_Principal,JobFunctionDescription_Program Manager,JobFunctionDescription_Project Controls,JobFunctionDescription_Project Coordinator,JobFunctionDescription_Project Manager,JobFunctionDescription_Purchasing,JobFunctionDescription_Recruiter,JobFunctionDescription_Recruiting,JobFunctionDescription_Runner,JobFunctionDescription_Safety,JobFunctionDescription_Safety Manager,JobFunctionDescription_Services,JobFunctionDescription_Shop,JobFunctionDescription_Specialist,JobFunctionDescription_Splicer,JobFunctionDescription_Supervisor,JobFunctionDescription_Support,JobFunctionDescription_Svp,JobFunctionDescription_Technician,JobFunctionDescription_Tester,JobFunctionDescription_Top Hand,JobFunctionDescription_Tower Hand,JobFunctionDescription_Traffic,JobFunctionDescription_Vp,JobFunctionDescription_Warehouse,JobFunctionDescription_Warehouse Manager,JobFunctionDescription_Warehouse Technician,JobFunctionDescription_Welder
2081,Vicente,Hansen,2020-05-09,,Production Technician I,Kaylee Gross,vicente.hansen@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,N/A - Active,N/A - Active,Production,Engineers,1988-06-08,MA,Supervisor,Female,84354,Asian,Married,0,6.21,38.0,Fully Meets,3,2023-02-21,1,1,4,2023-05-14,Customer Service,External,Failed,Wandachester,Danny Charles,4,744.4,3,2023-05-14,Bachelor's Degree,2,11,92285.53,Special effects artist,In Review,SD,Hong Kong,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2082,Jordan,Kemp,2021-02-17,,Production Technician I,Antonio Hayes,jordan.kemp@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,N/A - Active,N/A - Active,Production,Field Operations,1961-01-08,MA,Laborer,Male,53786,Black,Single,0,5.43,66.0,Fully Meets,3,2023-01-01,4,2,4,2022-08-09,Customer Service,External,Incomplete,Kingbury,Sylvia Sweeney,1,230.77,3,2023-06-03,Bachelor's Degree,2,13,65966.31,"Psychologist, educational",In Review,NH,San Marino,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2083,Edith,Richard,2020-04-12,,Production Technician I,Barbara Mendez,edith.richard@bilearner.com,EW,Active,Contract,Zone C,Temporary,N/A - Active,N/A - Active,Production,Engineers,1981-05-16,MA,Technician,Female,92893,Hispanic,Divorced,0,6.29,45.0,Fully Meets,3,2023-06-26,2,2,4,2022-12-21,Project Management,External,Incomplete,Port Robinland,Kelly Rogers,5,569.44,3,2023-08-04,High School,1,7,43142.14,"Designer, jewellery",Offered,RI,Yemen,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2084,Dustin,Snow,2021-03-30,,Production Technician I,Steven Phelps,dustin.snow@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,N/A - Active,N/A - Active,Production,Sales & Marketing,1971-02-06,MA,Assistant,Female,77142,Hispanic,Divorced,0,5.32,55.0,Fully Meets,3,2023-05-26,3,2,2,2023-02-02,Project Management,External,Passed,South Robertstad,Kylie Gonzalez,1,677.67,3,2023-06-29,Bachelor's Degree,2,6,81655.51,Haematologist,Applied,NY,Nauru,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2085,Layton,Goodwin,2019-05-05,2022-01-11,Production Technician I,Dana Parker,layton.goodwin@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Voluntary,Customer make camera truth.,Production,Engineers,1999-07-12,MA,Engineer,Female,8666,Asian,Married,0,2.69,27.0,Fully Meets,3,2022-10-13,3,4,4,2023-03-29,Project Management,External,Incomplete,South Darrenview,Matthew Stephens MD,1,963.42,3,2023-06-09,Bachelor's Degree,2,6,50896.59,"Doctor, hospital",Applied,ND,Germany,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2086,Eliza,Munoz,2021-05-31,2021-11-12,Production Technician I,Steven Short,eliza.munoz@bilearner.com,PL,Active,Contract,Zone A,Part-Time,Retirement,Capital course trade.,Production,General - Con,1978-11-14,MA,Laborer,Female,26272,Asian,Divorced,0,0.45,48.0,Fully Meets,3,2022-08-05,5,4,3,2023-04-03,Communication Skills,External,Completed,Roberthaven,David Ray,3,488.66,3,2023-06-23,Bachelor's Degree,2,20,34296.1,"Geneticist, molecular",Rejected,DC,Ghana,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2087,Arianna,Durham,2019-11-21,2020-06-24,Production Technician I,Drew Hawkins,arianna.durham@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Involuntary,Per record feeling bed tax education.,Production,Field Operations,1959-12-19,MA,Laborer,Female,11105,Black,Widowed,0,0.59,67.0,Fully Meets,3,2022-11-14,4,4,1,2023-04-02,Leadership Development,Internal,Completed,Hollyborough,Joseph Marquez,3,450.94,3,2023-05-06,PhD,4,8,83354.56,Regulatory affairs officer,In Review,FM,Grenada,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2088,Lia,Orr,2019-07-19,,Production Technician I,Wendy Adams,lia.orr@bilearner.com,SVG,Active,Contract,Zone B,Full-Time,N/A - Active,N/A - Active,Production,Yard (Material Handling),1960-05-27,MA,Coordinator,Female,37040,White,Divorced,0,7.02,66.0,Fully Meets,3,2022-12-21,2,1,2,2023-02-09,Communication Skills,External,Completed,Benjaminfurt,Rhonda Thompson,3,407.99,3,2023-05-17,Master's Degree,3,20,57534.43,Quarry manager,Applied,IL,Ecuador,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2089,Ethan,Rhodes,2018-12-29,2020-07-04,Production Technician I,Zachary Hanson,ethan.rhodes@bilearner.com,TNS,Active,Contract,Zone C,Part-Time,Voluntary,Upon situation late.,Production,Technology / It,1966-06-04,MA,Director,Female,93414,White,Married,0,1.51,60.0,Fully Meets,3,2023-06-16,5,3,3,2023-01-04,Communication Skills,Internal,Completed,East Corey,Robin Berry,2,423.31,3,2023-05-21,Bachelor's Degree,2,6,46496.36,"Horticulturist, commercial",Interviewing,NE,Barbados,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2090,Alexis,Nielsen,2023-01-12,,Production Technician II,Michelle Dickerson,alexis.nielsen@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,N/A - Active,N/A - Active,Production,General - Sga,1942-10-30,MA,Assistant,Female,33206,Asian,Divorced,0,3.53,84.0,Fully Meets,3,2023-07-23,3,4,3,2022-10-23,Leadership Development,Internal,Incomplete,New Troyshire,Patricia Simpson,1,189.64,3,2023-06-19,Master's Degree,3,6,46768.59,Furniture conservator/restorer,Interviewing,VI,Russian Federation,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2091,Adalyn,Bass,2022-11-25,,Production Technician II,Christopher Wallace,adalyn.bass@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,N/A - Active,N/A - Active,Production,Field Operations,1999-03-14,MA,Locator,Female,72118,Black,Single,0,3.67,27.0,Fully Meets,3,2023-02-21,3,1,1,2023-07-20,Leadership Development,Internal,Incomplete,Jordanfurt,Joshua Middleton,3,102.77,3,2023-07-16,PhD,4,6,86157.24,Biomedical scientist,Offered,NH,Falkland Islands (Malvinas),False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2092,Hadley,Benson,2019-11-13,,Production Technician II,Sean Jones,hadley.benson@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,N/A - Active,N/A - Active,Production,Field Operations,1987-09-09,MA,Laborer,Female,36134,Asian,Widowed,0,6.7,39.0,Fully Meets,3,2023-07-24,1,2,3,2023-03-13,Communication Skills,External,Completed,Smithchester,Brian Odom,5,246.13,3,2023-05-12,Master's Degree,3,15,65257.02,Actor,Applied,DC,Paraguay,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2093,Carlee,Lang,2020-09-08,2022-08-24,Production Technician II,Harold Mccullough,carlee.lang@bilearner.com,PL,Active,Contract,Zone A,Temporary,Resignation,Opportunity place deal.,Production,General - Con,1948-05-06,MA,Technician,Female,18116,Hispanic,Married,0,1.96,78.0,Fully Meets,3,2023-02-01,2,3,1,2023-04-23,Leadership Development,External,Failed,East Amyville,Alexander King,5,628.62,3,2023-07-28,PhD,4,7,85804.7,Musician,In Review,AK,Bermuda,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2094,Eli,Flores,2019-06-16,2021-09-07,Production Technician II,Andrew Norton,eli.flores@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Involuntary,Same manage return husband try general.,Production,Field Operations,1964-01-12,MA,Groundman,Female,67210,Black,Married,0,2.23,63.0,Fully Meets,3,2022-08-25,2,5,5,2023-03-11,Leadership Development,Internal,Passed,New Sheila,Thomas Williams,4,739.32,3,2023-07-04,Master's Degree,3,16,57048.05,Operations geologist,Applied,FM,Kazakhstan,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2095,Lyric,Solomon,2023-07-14,2023-07-16,Production Technician II,Allen Mckinney,lyric.solomon@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Retirement,Night official cut director seven.,Production,Project Management - Con,1997-10-19,MA,Manager,Female,60616,Other,Divorced,0,0.01,29.0,Fully Meets,3,2023-07-21,5,3,1,2022-11-14,Leadership Development,Internal,Passed,North Wendy,Joseph Crawford,3,773.16,3,2023-07-17,High School,1,10,41123.85,Government social research officer,Rejected,VA,British Virgin Islands,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2096,Jerome,Howard,2023-07-18,,Production Technician II,Stephen Knight,jerome.howard@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,N/A - Active,N/A - Active,Production,Field Operations,1985-07-17,MA,Construction Manager,Female,17358,Black,Single,0,3.02,41.0,Fully Meets,3,2023-05-28,3,4,4,2023-04-25,Communication Skills,External,Completed,Jenniferbury,Mandy Dunn,3,838.65,3,2023-07-06,Master's Degree,3,9,97972.61,Broadcast presenter,Interviewing,MD,Svalbard & Jan Mayen Islands,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2097,Parker,Fritz,2018-12-06,2019-04-09,Production Technician II,Kenneth Mathews,parker.fritz@bilearner.com,WBL,Active,Part-Time,Zone C,Full-Time,Retirement,Laugh effort pressure fund.,Production,Aerial,1964-02-25,MA,Lineman,Female,29605,Black,Widowed,0,0.34,62.0,PIP,2,2022-08-30,2,1,4,2022-11-26,Technical Skills,External,Incomplete,North Brandi,Kari Smith,3,426.55,1,2023-06-04,Bachelor's Degree,2,17,82877.56,"Designer, exhibition/display",In Review,ME,Sierra Leone,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2098,Phillip,Fuentes,2020-07-15,,Production Technician II,Robert Mercado,phillip.fuentes@bilearner.com,BPC,Active,Part-Time,Zone B,Temporary,N/A - Active,N/A - Active,Production,Catv,1950-05-19,MA,Laborer,Female,51886,Other,Divorced,0,6.03,76.0,PIP,5,2023-02-01,2,4,1,2022-09-25,Project Management,External,Incomplete,North Jamesberg,Matthew Brown,2,254.35,1,2023-06-11,PhD,4,13,47539.84,"Conservation officer, historic buildings",Offered,FM,Azerbaijan,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2099,Drake,Wiggins,2018-10-30,,Production Technician I,Victor Graves DVM,drake.wiggins@bilearner.com,BPC,Active,Full-Time,Zone B,Part-Time,N/A - Active,N/A - Active,Production,General - Sga,1969-03-29,MA,Vp,Female,66261,Hispanic,Widowed,0,7.74,57.0,PIP,4,2023-03-26,1,4,5,2023-02-28,Customer Service,External,Completed,North Margaretton,George Hopkins,2,829.08,1,2023-07-13,High School,1,2,69919.82,Risk manager,Applied,IA,Turkmenistan,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2100,Lucy,Santos,2022-09-13,,Production Technician I,Tracey Jackson,lucy.santos@bilearner.com,CCDR,Active,Contract,Zone A,Temporary,N/A - Active,N/A - Active,Production,Aerial,1944-11-24,MA,Coordinator,Female,26880,Other,Divorced,0,3.87,82.0,Exceeds,4,2023-01-09,1,1,1,2023-04-29,Communication Skills,External,Incomplete,Lake Laurafurt,Jeremiah Herring,2,710.31,4,2023-05-07,PhD,4,16,94821.7,Biomedical engineer,Offered,MD,Holy See (Vatican City State),False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2101,Justice,Curry,2022-12-28,2023-05-13,Production Technician I,Sarah Carter,justice.curry@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone B,Temporary,Involuntary,Even third look high.,Production,Fielders,1964-12-13,MA,Engineer,Female,35098,Hispanic,Married,1,0.37,62.0,PIP,5,2023-01-10,4,4,2,2023-06-29,Leadership Development,External,Completed,Suarezstad,Aaron Jones,1,751.81,1,2023-07-20,Bachelor's Degree,2,20,94220.86,Public affairs consultant,In Review,WV,Saint Lucia,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
